Contract,Author_Position,Original_Contract_Title,English_Title,Scopus,Web_of_Science,Rubles,,,,,,,,,,,,,,,
663,1,"Использование MOODLE LMS для эффективной реализации инновационной политики вуза 
 Using MOODLE LMS for effective implementation of university innovation policy",Using Moodle LMS for the effective implementation of the innovation policy of the university,Q2,FALSE,90200,,,,,,,,,,,,,,,
663,2,"Использование MOODLE LMS для эффективной реализации инновационной политики вуза 
 Using MOODLE LMS for effective implementation of university innovation policy",Using Moodle LMS for the effective implementation of the innovation policy of the university,Q2,FALSE,82000,,,,,,,,,,,,,,,
663,3,"Использование MOODLE LMS для эффективной реализации инновационной политики вуза 
 Using MOODLE LMS for effective implementation of university innovation policy",Using Moodle LMS for the effective implementation of the innovation policy of the university,Q2,FALSE,73800,,,,,,,,,,,,,,,
663,4,"Использование MOODLE LMS для эффективной реализации инновационной политики вуза 
 Using MOODLE LMS for effective implementation of university innovation policy",Using Moodle LMS for the effective implementation of the innovation policy of the university,Q2,FALSE,65600,,,,,,,,,,,,,,,
664,1,"Multimedia in the system of physical education
 Средства мультимедиа в системе физического воспитания",Multimedia in the system of physical education,Q2,FALSE,90200,,,,,,,,,,,,,,,
664,2,"Multimedia in the system of physical education
 Средства мультимедиа в системе физического воспитания",Multimedia in the system of physical education,Q2,FALSE,82000,,,,,,,,,,,,,,,
664,3,"Multimedia in the system of physical education
 Средства мультимедиа в системе физического воспитания",Multimedia in the system of physical education,Q2,FALSE,73800,,,,,,,,,,,,,,,
665,1,"Food security in Russia
 Продовольственная безопасность России",Food security in Russia,Q3,FALSE,57400,,,,,,,,,,,,,,,
665,2,"Food security in Russia
 Продовольственная безопасность России",Food security in Russia,Q3,FALSE,49200,,,,,,,,,,,,,,,
665,3,"Food security in Russia
 Продовольственная безопасность России",Food security in Russia,Q3,FALSE,41000,,,,,,,,,,,,,,,
666,1,"Fuzzy control of the cleaning process on a combine harvester
 Нечеткое управление процессом уборки на комбайне",Fuzzy control of the cleaning process on a combine harvester,Q2,FALSE,106600,,,,,,,,,,,,,,,
666,2,"Fuzzy control of the cleaning process on a combine harvester
 Нечеткое управление процессом уборки на комбайне",Fuzzy control of the cleaning process on a combine harvester,Q2,FALSE,94300,,,,,,,,,,,,,,,
666,3,"Fuzzy control of the cleaning process on a combine harvester
 Нечеткое управление процессом уборки на комбайне",Fuzzy control of the cleaning process on a combine harvester,Q2,FALSE,86100,,,,,,,,,,,,,,,
667,1,"Mathematical modelling of grain separation
 МАТЕМАТИЧЕСКАЯ МОДЕЛЬ СЕПАРАЦИИ ЗЕРНА",Mathematical modelling of grain separation,Q2,FALSE,90200,,,,,,,,,,,,,,,
667,2,"Mathematical modelling of grain separation
 МАТЕМАТИЧЕСКАЯ МОДЕЛЬ СЕПАРАЦИИ ЗЕРНА",Mathematical modelling of grain separation,Q2,FALSE,73800,,,,,,,,,,,,,,,
667,3,"Mathematical modelling of grain separation
 МАТЕМАТИЧЕСКАЯ МОДЕЛЬ СЕПАРАЦИИ ЗЕРНА",Mathematical modelling of grain separation,Q2,FALSE,65600,,,,,,,,,,,,,,,
667,4,"Mathematical modelling of grain separation
 МАТЕМАТИЧЕСКАЯ МОДЕЛЬ СЕПАРАЦИИ ЗЕРНА",Mathematical modelling of grain separation,Q2,FALSE,57400,,,,,,,,,,,,,,,
668,1,Operability and flexibility of a milk production line,Operability and flexibility of a milk production line,Q3,FALSE,41000,,,,,,,,,,,,,,,
668,2,Operability and flexibility of a milk production line,Operability and flexibility of a milk production line,Q3,FALSE,37720,,,,,,,,,,,,,,,
668,3,Operability and flexibility of a milk production line,Operability and flexibility of a milk production line,Q3,FALSE,36080,,,,,,,,,,,,,,,
668,4,Operability and flexibility of a milk production line,Operability and flexibility of a milk production line,Q3,FALSE,32800,,,,,,,,,,,,,,,
669,1,"Коррекция фикальноалкогольного синдрома  и психосоматические симптомы пациента
 Fetal alcohol syndrome treatment and psychosomatic symptoms",Correction of fiscalcohol syndrome and psychosomatic patient symptoms,Q2,FALSE,114800,,,,,,,,,,,,,,,
669,2,"Коррекция фикальноалкогольного синдрома  и психосоматические симптомы пациента
 Fetal alcohol syndrome treatment and psychosomatic symptoms",Correction of fiscalcohol syndrome and psychosomatic patient symptoms,Q2,FALSE,98400,,,,,,,,,,,,,,,
669,3,"Коррекция фикальноалкогольного синдрома  и психосоматические симптомы пациента
 Fetal alcohol syndrome treatment and psychosomatic symptoms",Correction of fiscalcohol syndrome and psychosomatic patient symptoms,Q2,FALSE,82000,,,,,,,,,,,,,,,
670,1,"Диагностические и терапевтические операции при хронических синуситах  клиническое исследование
 Diagnosis of chronic sinusitis and treatment a clinical study",Diagnostic and therapeutic operations in chronic sinusitis clinical study,Q2,FALSE,114800,,,,,,,,,,,,,,,
670,2,"Диагностические и терапевтические операции при хронических синуситах  клиническое исследование
 Diagnosis of chronic sinusitis and treatment a clinical study",Diagnostic and therapeutic operations in chronic sinusitis clinical study,Q2,FALSE,98400,,,,,,,,,,,,,,,
670,3,"Диагностические и терапевтические операции при хронических синуситах  клиническое исследование
 Diagnosis of chronic sinusitis and treatment a clinical study",Diagnostic and therapeutic operations in chronic sinusitis clinical study,Q2,FALSE,82000,,,,,,,,,,,,,,,
671,1,"Ретромолярный промежуток у реликтовых гоминид и зубы мудрости человека  обоснование хирургического удаления
 Retromolar space in relic hominids and wisdom teeth in humans Reasons for surgical tooth extraction",Retromolar gap in relic hominid and teeth wisdom man justification of surgical removal,Q2,FALSE,114800,,,,,,,,,,,,,,,
671,2,"Ретромолярный промежуток у реликтовых гоминид и зубы мудрости человека  обоснование хирургического удаления
 Retromolar space in relic hominids and wisdom teeth in humans Reasons for surgical tooth extraction",Retromolar gap in relic hominid and teeth wisdom man justification of surgical removal,Q2,FALSE,98400,,,,,,,,,,,,,,,
671,3,"Ретромолярный промежуток у реликтовых гоминид и зубы мудрости человека  обоснование хирургического удаления
 Retromolar space in relic hominids and wisdom teeth in humans Reasons for surgical tooth extraction",Retromolar gap in relic hominid and teeth wisdom man justification of surgical removal,Q2,FALSE,82000,,,,,,,,,,,,,,,
672,1,Системы цифровой обработки сигналов с использованием искусственного интеллекта,Digital signal processing systems using artificial intelligence,Q4,FALSE,57400,,,,,,,,,,,,,,,
672,2,Системы цифровой обработки сигналов с использованием искусственного интеллекта,Digital signal processing systems using artificial intelligence,Q4,FALSE,49200,,,,,,,,,,,,,,,
672,3,Системы цифровой обработки сигналов с использованием искусственного интеллекта,Digital signal processing systems using artificial intelligence,Q4,FALSE,41000,,,,,,,,,,,,,,,
673,1,"On the ratio of the kurtoses of two separate data sets
 О соотношении эксцессов двух отдельных наборов данных",On the ratio of the kurtoses of two separate data sets,Q3,TRUE,164000,,,,,,,,,,,,,,,
673,2,"On the ratio of the kurtoses of two separate data sets
 О соотношении эксцессов двух отдельных наборов данных",On the ratio of the kurtoses of two separate data sets,Q3,TRUE,123000,,,,,,,,,,,,,,,
673,3,"On the ratio of the kurtoses of two separate data sets
 О соотношении эксцессов двух отдельных наборов данных",On the ratio of the kurtoses of two separate data sets,Q3,TRUE,90200,,,,,,,,,,,,,,,
674,1,"A practical approach to model the h index based on the total number of citations and the duration from the publishing of the first article
 Практический подход к моделированию индекса Хирша на основе общего количества цитирований и промежутка времени с момента публикации первой статьи",A practical approach to model the h index based on the total number of citations and the duration from the publishing of the first article,Q2Q3,FALSE,123000,,,,,,,,,,,,,,,
674,2,"A practical approach to model the h index based on the total number of citations and the duration from the publishing of the first article
 Практический подход к моделированию индекса Хирша на основе общего количества цитирований и промежутка времени с момента публикации первой статьи",A practical approach to model the h index based on the total number of citations and the duration from the publishing of the first article,Q2Q3,FALSE,90200,,,,,,,,,,,,,,,
674,3,"A practical approach to model the h index based on the total number of citations and the duration from the publishing of the first article
 Практический подход к моделированию индекса Хирша на основе общего количества цитирований и промежутка времени с момента публикации первой статьи",A practical approach to model the h index based on the total number of citations and the duration from the publishing of the first article,Q2Q3,FALSE,73800,,,,,,,,,,,,,,,
675,1,Индуизм и религиозное самосознание молодежи  ЮгоВосточной Азии,Hinduism and religious self-consciousness of young people of Southeast Asia,Q3,FALSE,57400,,,,,,,,,,,,,,,
675,2,Индуизм и религиозное самосознание молодежи  ЮгоВосточной Азии,Hinduism and religious self-consciousness of young people of Southeast Asia,Q3,FALSE,49200,,,,,,,,,,,,,,,
675,3,Индуизм и религиозное самосознание молодежи  ЮгоВосточной Азии,Hinduism and religious self-consciousness of young people of Southeast Asia,Q3,FALSE,41000,,,,,,,,,,,,,,,
676,1,"КИБЕРБУЛЛИНГ И КИБЕРМОББИНГ ПРОБЛЕМНЫЕ ВОПРОСЫ 
 В ПРАВОВОЙ ПРАКТИКЕ РАЗВИВАЮЩИХСЯ СТРАН
 
 CYBERBULLING AND CYBERMOBBING PROBLEM ISSUES
 IN LEGAL PRACTICE OF DEVELOPING COUNTRIES",Cyberbulling and cybermobing problematic issues,Q2Q3,FALSE,77900,,,,,,,,,,,,,,,
676,2,"КИБЕРБУЛЛИНГ И КИБЕРМОББИНГ ПРОБЛЕМНЫЕ ВОПРОСЫ 
 В ПРАВОВОЙ ПРАКТИКЕ РАЗВИВАЮЩИХСЯ СТРАН
 
 CYBERBULLING AND CYBERMOBBING PROBLEM ISSUES
 IN LEGAL PRACTICE OF DEVELOPING COUNTRIES",Cyberbulling and cybermobing problematic issues,Q2Q3,FALSE,67650,,,,,,,,,,,,,,,
676,3,"КИБЕРБУЛЛИНГ И КИБЕРМОББИНГ ПРОБЛЕМНЫЕ ВОПРОСЫ 
 В ПРАВОВОЙ ПРАКТИКЕ РАЗВИВАЮЩИХСЯ СТРАН
 
 CYBERBULLING AND CYBERMOBBING PROBLEM ISSUES
 IN LEGAL PRACTICE OF DEVELOPING COUNTRIES",Cyberbulling and cybermobing problematic issues,Q2Q3,FALSE,59450,,,,,,,,,,,,,,,
677,1,"Quality control of dairy products 
 Контроль качества молочных продуктов",Quality control of dairy products ,Q3,FALSE,57400,,,,,,,,,,,,,,,
677,2,"Quality control of dairy products 
 Контроль качества молочных продуктов",Quality control of dairy products ,Q3,FALSE,49200,,,,,,,,,,,,,,,
677,3,"Quality control of dairy products 
 Контроль качества молочных продуктов",Quality control of dairy products ,Q3,FALSE,41000,,,,,,,,,,,,,,,
678,1,"Киберугрозы безопасности подростков проблемные вопросы в правовой практике развивающихся стран
 Security and privacy of adolescents in social applications and networks legal practice of developing countries",Cybeirdrozen Safety of adolescents Problem issues in the legal practice of developing countries,Q3,FALSE,77900,,,,,,,,,,,,,,,
678,2,"Киберугрозы безопасности подростков проблемные вопросы в правовой практике развивающихся стран
 Security and privacy of adolescents in social applications and networks legal practice of developing countries",Cybeirdrozen Safety of adolescents Problem issues in the legal practice of developing countries,Q3,FALSE,67650,,,,,,,,,,,,,,,
678,3,"Киберугрозы безопасности подростков проблемные вопросы в правовой практике развивающихся стран
 Security and privacy of adolescents in social applications and networks legal practice of developing countries",Cybeirdrozen Safety of adolescents Problem issues in the legal practice of developing countries,Q3,FALSE,59450,,,,,,,,,,,,,,,
679,1,"Государственночастное партнерство в медицине
 Publicprivate partnership in medicine",State Academic Partnership in Medicine,Q2,FALSE,123000,,,,,,,,,,,,,,,
679,2,"Государственночастное партнерство в медицине
 Publicprivate partnership in medicine",State Academic Partnership in Medicine,Q2,FALSE,110700,,,,,,,,,,,,,,,
679,3,"Государственночастное партнерство в медицине
 Publicprivate partnership in medicine",State Academic Partnership in Medicine,Q2,FALSE,94300,,,,,,,,,,,,,,,
680,1,"Impact of energy quality on human development index
 Влияние качества энергии на индекс человеческого развития",Impact of energy quality on human development index,Q1Q2,TRUE,164000,,,,,,,,,,,,,,,
680,2,"Impact of energy quality on human development index
 Влияние качества энергии на индекс человеческого развития",Impact of energy quality on human development index,Q1Q2,TRUE,98400,,,,,,,,,,,,,,,
680,3,"Impact of energy quality on human development index
 Влияние качества энергии на индекс человеческого развития",Impact of energy quality on human development index,Q1Q2,TRUE,82000,,,,,,,,,,,,,,,
680,4,"Impact of energy quality on human development index
 Влияние качества энергии на индекс человеческого развития",Impact of energy quality on human development index,Q1Q2,TRUE,65600,,,,,,,,,,,,,,,
681,1,Цифровая экономика и ее влияние на конкурентоспособность стран и регионов,Digital economy and its influence on the competitiveness of countries and regions,Q3Q4,FALSE,21320,,,,,,,,,,,,,,,
681,2,Цифровая экономика и ее влияние на конкурентоспособность стран и регионов,Digital economy and its influence on the competitiveness of countries and regions,Q3Q4,FALSE,19680,,,,,,,,,,,,,,,
681,3,Цифровая экономика и ее влияние на конкурентоспособность стран и регионов,Digital economy and its influence on the competitiveness of countries and regions,Q3Q4,FALSE,18040,,,,,,,,,,,,,,,
681,4,Цифровая экономика и ее влияние на конкурентоспособность стран и регионов,Digital economy and its influence on the competitiveness of countries and regions,Q3Q4,FALSE,16400,,,,,,,,,,,,,,,
681,5,Цифровая экономика и ее влияние на конкурентоспособность стран и регионов,Digital economy and its influence on the competitiveness of countries and regions,Q3Q4,FALSE,14760,,,,,,,,,,,,,,,
682,1,Специфика учета прекурсоров и наркотических препаратов в организациях здравоохранения,The specificity of the accounting of precursors and narcotic drugs in health organizations,FALSE,FALSE,49200,,,,,,,,,,,,,,,
683,1,Лицензирование внешнеэкономических операций учреждений здравоохранения,Licensing of foreign economic operations of health institutions,FALSE,FALSE,49200,,,,,,,,,,,,,,,
684,1,Правила предметноколичественного учета наркотических средств психотропных веществ и прекурсоров,Rules of substantive accounting of narcotic drugs of psychotropic substances and precursors,FALSE,FALSE,49200,,,,,,,,,,,,,,,
685,1,Риски и перспективы развития тендерных закупок в сфере здравоохранения,Risks and Prospects for the Development of Tender Procurement in Health,FALSE,FALSE,49200,,,,,,,,,,,,,,,
686,1,Импортозамещение лекарственных средств как инструмент повышения финансовой эффективности деятельности учреждений здравоохранения,Import substitution of medicines as a tool for increasing financial efficiency of healthcare agencies,FALSE,FALSE,49200,,,,,,,,,,,,,,,
687,1,Современные подходы к определению себестоимости строительномонтажных работ,Modern approaches to the definition of the cost of construction plan,FALSE,FALSE,49200,,,,,,,,,,,,,,,
688,1,Минимизация финансовых рисков при использовании компанией договоров подряда,Minimizing financial risks when using contract contracts,FALSE,FALSE,49200,,,,,,,,,,,,,,,
689,1,Методы управления дебиторской задолженностью строительных компаний,Methods for managing receivables of construction companies,FALSE,FALSE,49200,,,,,,,,,,,,,,,
690,1,Типичные ошибки учета затрат на объектах незавершенного строительства,Typical cost accounting errors in incomplete construction sites,FALSE,FALSE,49200,,,,,,,,,,,,,,,
691,1,Явление стоимостной дельты при приобретении строительных материалов наличным и безналичным способами,The phenomenon of the cost delta when purchasing building materials in cash and non-cash methods,FALSE,FALSE,49200,,,,,,,,,,,,,,,
692,1,"Модели финансирования электронного обучения для устойчивого развития
 ELearning Financing Models for Sustainable Development",E-learning financing models for sustainable development,Q1Q2,TRUE,176300,,,,,,,,,,,,,,,
692,2,"Модели финансирования электронного обучения для устойчивого развития
 ELearning Financing Models for Sustainable Development",E-learning financing models for sustainable development,Q1Q2,TRUE,86100,,,,,,,,,,,,,,,
692,3,"Модели финансирования электронного обучения для устойчивого развития
 ELearning Financing Models for Sustainable Development",E-learning financing models for sustainable development,Q1Q2,TRUE,77900,,,,,,,,,,,,,,,
692,4,"Модели финансирования электронного обучения для устойчивого развития
 ELearning Financing Models for Sustainable Development",E-learning financing models for sustainable development,Q1Q2,TRUE,69700,,,,,,,,,,,,,,,
693,1,"Sustainability factors for elearning management systems
 Факторы устойчивости для онлайнсистем управления обучением",Sustainability factors for elearning management systems,Q2,TRUE,205000,,,,,,,,,,,,,,,
693,2,"Sustainability factors for elearning management systems
 Факторы устойчивости для онлайнсистем управления обучением",Sustainability factors for elearning management systems,Q2,TRUE,110700,,,,,,,,,,,,,,,
693,3,"Sustainability factors for elearning management systems
 Факторы устойчивости для онлайнсистем управления обучением",Sustainability factors for elearning management systems,Q2,TRUE,94300,,,,,,,,,,,,,,,
694,1,"Education for sustainable development selfregulated learning strategies in online environments
 Образование для устойчивого развития саморегулируемые стратегии обучения в онлайнсреде",Education for sustainable development selfregulated learning strategies in online environments,Q2,TRUE,205000,,,,,,,,,,,,,,,
694,2,"Education for sustainable development selfregulated learning strategies in online environments
 Образование для устойчивого развития саморегулируемые стратегии обучения в онлайнсреде",Education for sustainable development selfregulated learning strategies in online environments,Q2,TRUE,110700,,,,,,,,,,,,,,,
694,3,"Education for sustainable development selfregulated learning strategies in online environments
 Образование для устойчивого развития саморегулируемые стратегии обучения в онлайнсреде",Education for sustainable development selfregulated learning strategies in online environments,Q2,TRUE,94300,,,,,,,,,,,,,,,
695,1,"Elearning for University Effectiveness and Sustainable Development in the Developing World
 Электронное обучение для повышения эффективности работы университетов и устойчивого развития в развивающихся странах",Elearning for University Effectiveness and Sustainable Development in the Developing World,Q2,TRUE,205000,,,,,,,,,,,,,,,
695,2,"Elearning for University Effectiveness and Sustainable Development in the Developing World
 Электронное обучение для повышения эффективности работы университетов и устойчивого развития в развивающихся странах",Elearning for University Effectiveness and Sustainable Development in the Developing World,Q2,TRUE,110700,,,,,,,,,,,,,,,
695,3,"Elearning for University Effectiveness and Sustainable Development in the Developing World
 Электронное обучение для повышения эффективности работы университетов и устойчивого развития в развивающихся странах",Elearning for University Effectiveness and Sustainable Development in the Developing World,Q2,TRUE,94300,,,,,,,,,,,,,,,
696,1,Государственная семейная политика и несинхронное влияние на экономическое развитие отдельных регионов,State family policy and incomplete impact on the economic development of individual regions,Q3Q4,FALSE,32800,,,,,,,,,,,,,,,
696,2,Государственная семейная политика и несинхронное влияние на экономическое развитие отдельных регионов,State family policy and incomplete impact on the economic development of individual regions,Q3Q4,FALSE,30340,,,,,,,,,,,,,,,
696,3,Государственная семейная политика и несинхронное влияние на экономическое развитие отдельных регионов,State family policy and incomplete impact on the economic development of individual regions,Q3Q4,FALSE,27880,,,,,,,,,,,,,,,
697,1,Интернет вещей и переход в постиндустриальную экономику минуя индустриальный этап  шанс для развивающихся стран,Internet of things and transition to the post-industrial economy bypassing the Industrial Stage Chance for developing countries,Q3Q4,FALSE,32800,,,,,,,,,,,,,,,
697,2,Интернет вещей и переход в постиндустриальную экономику минуя индустриальный этап  шанс для развивающихся стран,Internet of things and transition to the post-industrial economy bypassing the Industrial Stage Chance for developing countries,Q3Q4,FALSE,30340,,,,,,,,,,,,,,,
697,3,Интернет вещей и переход в постиндустриальную экономику минуя индустриальный этап  шанс для развивающихся стран,Internet of things and transition to the post-industrial economy bypassing the Industrial Stage Chance for developing countries,Q3Q4,FALSE,27880,,,,,,,,,,,,,,,
698,1,"Информационные технологии вебориентированные ритейлинговые площадки и влияние на региональную экономику
 
 Information technology webbased retail sites and the impact on the regional economy",Information technology Web-oriented retinuity sites and impact on the regional economy,Q3,FALSE,41000,,,,,,,,,,,,,,,
698,2,"Информационные технологии вебориентированные ритейлинговые площадки и влияние на региональную экономику
 
 Information technology webbased retail sites and the impact on the regional economy",Information technology Web-oriented retinuity sites and impact on the regional economy,Q3,FALSE,37720,,,,,,,,,,,,,,,
698,3,"Информационные технологии вебориентированные ритейлинговые площадки и влияние на региональную экономику
 
 Information technology webbased retail sites and the impact on the regional economy",Information technology Web-oriented retinuity sites and impact on the regional economy,Q3,FALSE,36080,,,,,,,,,,,,,,,
698,4,"Информационные технологии вебориентированные ритейлинговые площадки и влияние на региональную экономику
 
 Information technology webbased retail sites and the impact on the regional economy",Information technology Web-oriented retinuity sites and impact on the regional economy,Q3,FALSE,32800,,,,,,,,,,,,,,,
699,1,"Краудсенсинг в управлении коммунальными службами мегаполисов перспективы и проблемы
 Crowdsensing and Municipal Management in Megacities Prospects and Challenges",CrowwaySenssing in the management of communal services of megalopolises Prospects and problems,Q3Q4,FALSE,57400,,,,,,,,,,,,,,,
699,2,"Краудсенсинг в управлении коммунальными службами мегаполисов перспективы и проблемы
 Crowdsensing and Municipal Management in Megacities Prospects and Challenges",CrowwaySenssing in the management of communal services of megalopolises Prospects and problems,Q3Q4,FALSE,49200,,,,,,,,,,,,,,,
699,3,"Краудсенсинг в управлении коммунальными службами мегаполисов перспективы и проблемы
 Crowdsensing and Municipal Management in Megacities Prospects and Challenges",CrowwaySenssing in the management of communal services of megalopolises Prospects and problems,Q3Q4,FALSE,41000,,,,,,,,,,,,,,,
700,1,"Краудсенсинг в управлении коммунальными службами мегаполисов перспективы и проблемы
 Crowdsensing and Municipal Management in Megacities Prospects and Challenges",CrowwaySenssing in the management of communal services of megalopolises Prospects and problems,Q3Q4,FALSE,37720,,,,,,,,,,,,,,,
700,2,"Краудсенсинг в управлении коммунальными службами мегаполисов перспективы и проблемы
 Crowdsensing and Municipal Management in Megacities Prospects and Challenges",CrowwaySenssing in the management of communal services of megalopolises Prospects and problems,Q3Q4,FALSE,33620,,,,,,,,,,,,,,,
700,3,"Краудсенсинг в управлении коммунальными службами мегаполисов перспективы и проблемы
 Crowdsensing and Municipal Management in Megacities Prospects and Challenges",CrowwaySenssing in the management of communal services of megalopolises Prospects and problems,Q3Q4,FALSE,29520,,,,,,,,,,,,,,,
700,4,"Краудсенсинг в управлении коммунальными службами мегаполисов перспективы и проблемы
 Crowdsensing and Municipal Management in Megacities Prospects and Challenges",CrowwaySenssing in the management of communal services of megalopolises Prospects and problems,Q3Q4,FALSE,25420,,,,,,,,,,,,,,,
700,5,"Краудсенсинг в управлении коммунальными службами мегаполисов перспективы и проблемы
 Crowdsensing and Municipal Management in Megacities Prospects and Challenges",CrowwaySenssing in the management of communal services of megalopolises Prospects and problems,Q3Q4,FALSE,21320,,,,,,,,,,,,,,,
702,1,"Финансирование цепочек поставок платформ электронной коммерции B2B
 Research on the supply chain finance mode of B2B ecommerce platforms",Financing Chains Supplies E-commerce Platforms B2B,Q2,TRUE,205000,,,,,,,,,,,,,,,
702,2,"Финансирование цепочек поставок платформ электронной коммерции B2B
 Research on the supply chain finance mode of B2B ecommerce platforms",Financing Chains Supplies E-commerce Platforms B2B,Q2,TRUE,110700,,,,,,,,,,,,,,,
702,3,"Финансирование цепочек поставок платформ электронной коммерции B2B
 Research on the supply chain finance mode of B2B ecommerce platforms",Financing Chains Supplies E-commerce Platforms B2B,Q2,TRUE,102500,,,,,,,,,,,,,,,
702,4,"Финансирование цепочек поставок платформ электронной коммерции B2B
 Research on the supply chain finance mode of B2B ecommerce platforms",Financing Chains Supplies E-commerce Platforms B2B,Q2,TRUE,94300,,,,,,,,,,,,,,,
703,1,"РЕЛИГИОЗНЫЕ И КУЛЬТУРНЫЕ ЦЕННОСТИ В ЧЕЛОВЕЧЕСКОМ КАПИТАЛЕ
 
 RELIGIOUS AND CULTURAL VALUES IN HUMAN CAPITAL",Religious and cultural values ​​in human capital,Q1Q2Q3,FALSE,57400,,,,,,,,,,,,,,,
703,2,"РЕЛИГИОЗНЫЕ И КУЛЬТУРНЫЕ ЦЕННОСТИ В ЧЕЛОВЕЧЕСКОМ КАПИТАЛЕ
 
 RELIGIOUS AND CULTURAL VALUES IN HUMAN CAPITAL",Religious and cultural values ​​in human capital,Q1Q2Q3,FALSE,49200,,,,,,,,,,,,,,,
703,3,"РЕЛИГИОЗНЫЕ И КУЛЬТУРНЫЕ ЦЕННОСТИ В ЧЕЛОВЕЧЕСКОМ КАПИТАЛЕ
 
 RELIGIOUS AND CULTURAL VALUES IN HUMAN CAPITAL",Religious and cultural values ​​in human capital,Q1Q2Q3,FALSE,41000,,,,,,,,,,,,,,,
704,1,Preventing Forest Fires using a Wireless Sensor Network,Preventing Forest Fires using a Wireless Sensor Network,FALSE,FALSE,106600,,,,,,,,,,,,,,,
704,2,Preventing Forest Fires using a Wireless Sensor Network,Preventing Forest Fires using a Wireless Sensor Network,FALSE,FALSE,94300,,,,,,,,,,,,,,,
704,3,Preventing Forest Fires using a Wireless Sensor Network,Preventing Forest Fires using a Wireless Sensor Network,FALSE,FALSE,86100,,,,,,,,,,,,,,,
705,1,Культурные и религиозные ценности как потенциальные составляющие человеческого капитала,Cultural and religious values ​​as potential components of human capital,Q2Q3,FALSE,57400,,,,,,,,,,,,,,,
705,2,Культурные и религиозные ценности как потенциальные составляющие человеческого капитала,Cultural and religious values ​​as potential components of human capital,Q2Q3,FALSE,49200,,,,,,,,,,,,,,,
705,3,Культурные и религиозные ценности как потенциальные составляющие человеческого капитала,Cultural and religious values ​​as potential components of human capital,Q2Q3,FALSE,41000,,,,,,,,,,,,,,,
706,1,КОНТУРНАЯ МОДЕЛЬ ЦИФРОВОЙ ЭКОНОМИКИ В ПРОЦЕССЕ ПОВЫШЕНИЯ КОНКУРЕНТОСПОСОБНОСТИ СТРАН И РЕГИОНОВ,Contour model of the digital economy in the process of increasing the competitiveness of countries and regions,Q3Q4,FALSE,32800,,,,,,,,,,,,,,,
706,2,КОНТУРНАЯ МОДЕЛЬ ЦИФРОВОЙ ЭКОНОМИКИ В ПРОЦЕССЕ ПОВЫШЕНИЯ КОНКУРЕНТОСПОСОБНОСТИ СТРАН И РЕГИОНОВ,Contour model of the digital economy in the process of increasing the competitiveness of countries and regions,Q3Q4,FALSE,30340,,,,,,,,,,,,,,,
706,3,КОНТУРНАЯ МОДЕЛЬ ЦИФРОВОЙ ЭКОНОМИКИ В ПРОЦЕССЕ ПОВЫШЕНИЯ КОНКУРЕНТОСПОСОБНОСТИ СТРАН И РЕГИОНОВ,Contour model of the digital economy in the process of increasing the competitiveness of countries and regions,Q3Q4,FALSE,27880,,,,,,,,,,,,,,,
707,1,"РАБОТА ОРГАНИЗАЦИИ И ЕЕ СВЯЗЬ С КОРПОРАТИВНОЙ ОТВЕТСТВЕННОСТЬЮ
 
 ORGANIZATIONS WORK AND ITS RELATIONSHIP WITH CORPORATE RESPONSIBILITY",Work organization and its connection with corporate responsibility,Q3,FALSE,57400,,,,,,,,,,,,,,,
707,2,"РАБОТА ОРГАНИЗАЦИИ И ЕЕ СВЯЗЬ С КОРПОРАТИВНОЙ ОТВЕТСТВЕННОСТЬЮ
 
 ORGANIZATIONS WORK AND ITS RELATIONSHIP WITH CORPORATE RESPONSIBILITY",Work organization and its connection with corporate responsibility,Q3,FALSE,49200,,,,,,,,,,,,,,,
707,3,"РАБОТА ОРГАНИЗАЦИИ И ЕЕ СВЯЗЬ С КОРПОРАТИВНОЙ ОТВЕТСТВЕННОСТЬЮ
 
 ORGANIZATIONS WORK AND ITS RELATIONSHIP WITH CORPORATE RESPONSIBILITY",Work organization and its connection with corporate responsibility,Q3,FALSE,41000,,,,,,,,,,,,,,,
708,1,ЦИФРОВАЯ ЭКОНОМИКА КАК ФАКТОР ПОВЫШЕНИЯ КОНКУРЕНТОСПОСОБНОСТИ СТРАН И РЕГИОНОВ,Digital economy as a factor in increasing the competitiveness of countries and regions,Q3Q4,FALSE,32800,,,,,,,,,,,,,,,
708,2,ЦИФРОВАЯ ЭКОНОМИКА КАК ФАКТОР ПОВЫШЕНИЯ КОНКУРЕНТОСПОСОБНОСТИ СТРАН И РЕГИОНОВ,Digital economy as a factor in increasing the competitiveness of countries and regions,Q3Q4,FALSE,30340,,,,,,,,,,,,,,,
708,3,ЦИФРОВАЯ ЭКОНОМИКА КАК ФАКТОР ПОВЫШЕНИЯ КОНКУРЕНТОСПОСОБНОСТИ СТРАН И РЕГИОНОВ,Digital economy as a factor in increasing the competitiveness of countries and regions,Q3Q4,FALSE,27880,,,,,,,,,,,,,,,
711,1,"Финансирования онлайн обучения для устойчивого развития
 
 Online Learning Financing for Sustainability",Financing Online learning for sustainable development,Q3Q4,FALSE,57400,,,,,,,,,,,,,,,
711,2,"Финансирования онлайн обучения для устойчивого развития
 
 Online Learning Financing for Sustainability",Financing Online learning for sustainable development,Q3Q4,FALSE,49200,,,,,,,,,,,,,,,
